"SPECIES","LAKE","STREAM","REACH","DATE","YEAR","MONTH","DAY","GROUND_LIVE","GROUND_DEAD","GROUND_NEW_DEAD","TEMP_C","COMMENTS","FENCE_PASS","AIR_LIVE","GROUND_INTERP","FENCE_INTERP","ADDED_0","DOY","INCLUDED","STREAM_YR","KO_sim"
"KOKANEE","OKANAGAN","MISSION","E",41552,2013,10,5,266,111,NA,NA,"CHANNEL",NA,NA,0,0,0,278,"Y","MISSION_2013",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41900,2014,9,18,0,NA,NA,NA,"ADDED_0",NA,NA,1,0,1,260,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41908,2014,9,26,NA,NA,NA,NA,"Reach A below fence",0,NA,0,0,0,269,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41909,2014,9,27,NA,NA,NA,NA,"Reach A below fence",0,NA,0,0,0,270,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41910,2014,9,28,201,10,NA,13,"Reach A below fence",802,NA,0,0,0,271,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41911,2014,9,29,NA,NA,NA,NA,"Reach A below fence",452,NA,0,0,0,272,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41912,2014,9,30,NA,NA,NA,NA,"Reach A below fence",1172,NA,0,0,0,273,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41913,2014,10,1,1302,25,NA,12,"Reach A below fence",590,NA,0,0,0,274,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41914,2014,10,2,NA,NA,NA,NA,"Reach A below fence",531,NA,0,0,0,275,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41915,2014,10,3,NA,NA,NA,NA,"Reach A below fence",391,NA,0,0,0,276,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41916,2014,10,4,2070,115,NA,11,"Reach A below fence",583,NA,0,0,0,277,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41917,2014,10,5,NA,NA,NA,NA,"Reach A below fence",591,NA,0,0,0,278,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41918,2014,10,6,NA,NA,NA,NA,"Reach A below fence",395,NA,0,0,0,279,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41919,2014,10,7,3210,240,NA,12,"Reach A below fence",359,NA,0,0,0,280,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41920,2014,10,8,NA,NA,NA,NA,"Reach A below fence",300,NA,0,0,0,281,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41921,2014,10,9,NA,NA,NA,NA,"Reach A below fence",274,NA,0,0,0,282,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41922,2014,10,10,2620,640,NA,10,"Reach A below fence",219,NA,0,0,0,283,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41923,2014,10,11,NA,NA,NA,NA,"Reach A below fence",190,NA,0,0,0,284,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41924,2014,10,12,NA,NA,NA,NA,"Reach A below fence",291,NA,0,0,0,285,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41925,2014,10,13,2682,825,NA,10.5,"Reach A below fence",297,NA,0,0,0,286,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41926,2014,10,14,NA,NA,NA,NA,"Reach A below fence",599,NA,0,0,0,287,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41927,2014,10,15,2420,681,NA,12,"Reach A below fence",347,NA,0,0,0,288,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41928,2014,10,16,NA,NA,NA,NA,"Reach A below fence",125,NA,0,0,0,289,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41929,2014,10,17,NA,NA,NA,NA,"Reach A below fence",89,NA,0,0,0,290,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41930,2014,10,18,1933,383,NA,11,"Reach A below fence",104,NA,0,0,0,291,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41931,2014,10,19,NA,NA,NA,NA,"Reach A below fence",40,NA,0,0,0,292,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41932,2014,10,20,NA,NA,NA,NA,"Reach A below fence",52,NA,0,0,0,293,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41933,2014,10,21,NA,NA,NA,NA,"Reach A below fence",39,NA,0,0,0,294,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41934,2014,10,22,1097,402,NA,9,"Reach A below fence",22,NA,0,0,0,295,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41935,2014,10,23,NA,NA,NA,NA,"Reach A below fence",17,NA,0,0,0,296,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41936,2014,10,24,NA,NA,NA,NA,"Reach A below fence",8,NA,0,0,0,297,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41937,2014,10,25,NA,NA,NA,NA,"Reach A below fence",0,NA,0,0,0,298,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41938,2014,10,26,NA,NA,NA,NA,"Reach A below fence",0,NA,0,0,0,299,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41939,2014,10,27,NA,NA,NA,NA,"Reach A below fence",0,NA,0,0,0,300,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41940,2014,10,28,NA,NA,NA,NA,"Reach A below fence",0,NA,0,0,0,301,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",41945,2014,11,2,0,NA,NA,NA,"ADDED_0",NA,NA,1,0,1,305,"Y","MIDDLE_VERNON_2014",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42265,2015,9,18,0,NA,NA,NA,"ADDED_0",NA,NA,1,0,1,260,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42273,2015,9,26,NA,NA,NA,NA,"",0,NA,0,0,0,268,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42274,2015,9,27,NA,NA,NA,NA,"",0,NA,0,0,0,269,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42275,2015,9,28,0,0,NA,11,"",1406,NA,0,0,0,270,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42276,2015,9,29,NA,NA,NA,NA,"",1596,NA,0,0,0,271,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42277,2015,9,30,NA,NA,NA,NA,"",1560,NA,0,0,0,272,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42278,2015,10,1,2820,80,NA,12,"",1617,NA,0,0,0,273,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42279,2015,10,2,NA,NA,NA,NA,"",2865,NA,0,0,0,274,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42280,2015,10,3,NA,NA,NA,NA,"",1815,NA,0,0,0,275,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42281,2015,10,4,4715,55,NA,12,"",960,NA,0,0,0,276,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42282,2015,10,5,NA,NA,NA,NA,"",1491,NA,0,0,0,277,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42283,2015,10,6,NA,NA,NA,NA,"",926,NA,0,0,0,278,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42284,2015,10,7,7190,314,NA,11,"",851,NA,0,0,0,279,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42285,2015,10,8,NA,NA,NA,NA,"",1205,NA,0,0,0,280,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42286,2015,10,9,NA,NA,NA,NA,"",565,NA,0,0,0,281,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42287,2015,10,10,8922,1030,NA,11,"",1342,NA,0,0,0,282,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42288,2015,10,11,NA,NA,NA,NA,"",941,NA,0,0,0,283,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42289,2015,10,12,NA,NA,NA,NA,"",337,NA,0,0,0,284,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42290,2015,10,13,7520,2691,NA,10,"",456,NA,0,0,0,285,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42291,2015,10,14,NA,NA,NA,NA,"",476,NA,0,0,0,286,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42292,2015,10,15,6110,2701,NA,9,"",176,NA,0,0,0,287,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42293,2015,10,16,NA,NA,NA,NA,"",107,NA,0,0,0,288,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42294,2015,10,17,NA,NA,NA,NA,"",130,NA,0,0,0,289,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42295,2015,10,18,3705,3162,NA,9,"",134,NA,0,0,0,290,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42296,2015,10,19,NA,NA,NA,NA,"",237,NA,0,0,0,291,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42297,2015,10,20,NA,NA,NA,NA,"",71,NA,0,0,0,292,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42298,2015,10,21,NA,NA,NA,NA,"",22,NA,0,0,0,293,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42299,2015,10,22,968,2902,NA,8,"",24,NA,0,0,0,294,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42300,2015,10,23,NA,NA,NA,NA,"",7,NA,0,0,0,295,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42301,2015,10,24,NA,NA,NA,NA,"",5,NA,0,0,0,296,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42302,2015,10,25,NA,NA,NA,NA,"",5,NA,0,0,0,297,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42303,2015,10,26,NA,NA,NA,NA,"",3,NA,0,0,0,298,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42304,2015,10,27,NA,NA,NA,NA,"",0,NA,0,0,0,299,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42305,2015,10,28,NA,NA,NA,NA,"",0,NA,0,0,0,300,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42310,2015,11,2,0,NA,NA,NA,"ADDED_0",NA,NA,1,0,1,305,"Y","MIDDLE_VERNON_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42248,2015,9,1,677,0,NA,NA,"",NA,NA,0,0,0,244,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42249,2015,9,2,1168,5,NA,NA,"",NA,NA,0,0,0,245,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42250,2015,9,3,1562,3,NA,NA,"",NA,NA,0,0,0,246,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42251,2015,9,4,1999,2,NA,NA,"",NA,NA,0,0,0,247,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42252,2015,9,5,2992,3,NA,NA,"",NA,NA,0,0,0,248,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42253,2015,9,6,3635,2,NA,NA,"",NA,NA,0,0,0,249,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42254,2015,9,7,4831,3,NA,NA,"",NA,NA,0,0,0,250,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42255,2015,9,8,5180,7,NA,12,"",NA,NA,0,0,0,251,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42256,2015,9,9,5095,12,NA,NA,"POOR VIS",NA,NA,0,0,0,252,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42257,2015,9,10,5406,24,NA,NA,"",NA,NA,0,0,0,253,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42258,2015,9,11,4700,33,NA,15,"",NA,NA,0,0,0,254,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42259,2015,9,12,4065,8,NA,NA,"",NA,NA,0,0,0,255,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42260,2015,9,13,4650,152.5,NA,NA,"Missing count day. Interpolated ",NA,NA,1,0,0,256,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42261,2015,9,14,5235,297,NA,11,"",NA,NA,0,0,0,257,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42262,2015,9,15,4610,410,NA,NA,"",NA,NA,0,0,0,258,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42263,2015,9,16,3690,625,NA,13,"",NA,NA,0,0,0,259,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42264,2015,9,17,2810,840,NA,NA,"",NA,NA,0,0,0,260,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42265,2015,9,18,2240,1030,NA,13,"",NA,NA,0,0,0,261,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42266,2015,9,19,1780,970,NA,NA,"",NA,NA,0,0,0,262,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42267,2015,9,20,1510,975,NA,11,"",NA,NA,0,0,0,263,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42268,2015,9,21,1520,940,NA,NA,"",NA,NA,0,0,0,264,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42269,2015,9,22,1470,800,NA,10,"",NA,NA,0,0,0,265,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42270,2015,9,23,1190,680,NA,NA,"",NA,NA,0,0,0,266,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42271,2015,9,24,1160,665,NA,10,"",NA,NA,0,0,0,267,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42272,2015,9,25,890,500,NA,NA,"",NA,NA,0,0,0,268,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42273,2015,9,26,840,430,NA,10,"",NA,NA,0,0,0,269,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42274,2015,9,27,670,290,NA,NA,"",NA,NA,0,0,0,270,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42275,2015,9,28,514,184,NA,8,"",NA,NA,0,0,0,271,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42276,2015,9,29,400,140,NA,NA,"",NA,NA,0,0,0,272,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42277,2015,9,30,298,143,NA,NA,"",NA,NA,0,0,0,273,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42278,2015,10,1,212,112,NA,NA,"",NA,NA,0,0,0,274,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42279,2015,10,2,168,104,NA,NA,"",NA,NA,0,0,0,275,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42280,2015,10,3,109,90,NA,NA,"",NA,NA,0,0,0,276,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","MISSION","E",42281,2015,10,4,94,86,NA,NA,"",NA,NA,0,0,0,277,"Y","MISSION_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42246,2015,8,30,0,NA,NA,NA,"ADDED_0 start and end to KOKANEE to close off AUC ests",0,NA,0,1,1,242,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42247,2015,8,31,NA,NA,NA,NA,"",51.28572857,NA,0,1,0,243,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42248,2015,9,1,NA,NA,NA,NA,"",102.5714571,NA,0,1,0,244,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42249,2015,9,2,NA,NA,NA,NA,"359 fish observed above fence after install on Sept. 2. Interpolated as entering since Aug. 30",205.1429143,NA,0,1,0,245,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42250,2015,9,3,NA,NA,NA,NA,"116 more fish entered fence trap, but not included in count as taken for brood",229,NA,0,0,0,246,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42251,2015,9,4,NA,NA,NA,NA,"110 more fish entered fence trap, but not included in count as taken for brood",261,NA,0,0,0,247,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42252,2015,9,5,NA,NA,NA,NA,"",435,NA,0,0,0,248,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42253,2015,9,6,NA,NA,NA,NA,"",393,NA,0,0,0,249,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42254,2015,9,7,NA,NA,NA,NA,"",126,NA,0,0,0,250,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42255,2015,9,8,NA,NA,NA,NA,"",55,NA,0,0,0,251,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42256,2015,9,9,933,NA,NA,NA,"NO dead count data found",130,NA,0,0,0,252,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42257,2015,9,10,NA,NA,NA,NA,"",94,NA,0,0,0,253,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42258,2015,9,11,NA,NA,NA,NA,"",57,NA,0,0,0,254,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42259,2015,9,12,NA,NA,NA,NA,"",54,NA,0,0,0,255,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42260,2015,9,13,NA,NA,NA,NA,"",93,NA,0,0,0,256,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42261,2015,9,14,963,NA,NA,NA,"NO dead count data found",74,NA,0,0,0,257,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42262,2015,9,15,NA,NA,NA,NA,"",15,NA,0,0,0,258,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42263,2015,9,16,NA,NA,NA,NA,"",83,NA,0,0,0,259,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42264,2015,9,17,891,NA,NA,NA,"NO dead count data found",88,NA,0,0,0,260,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42265,2015,9,18,NA,NA,NA,NA,"",83,NA,0,0,0,261,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42266,2015,9,19,NA,NA,NA,NA,"",67,NA,0,0,0,262,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42267,2015,9,20,433,NA,NA,NA,"NO dead count data found",28,NA,0,0,0,263,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42268,2015,9,21,NA,NA,NA,NA,"",19,NA,0,0,0,264,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42269,2015,9,22,NA,NA,NA,NA,"",72,NA,0,0,0,265,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42270,2015,9,23,757,NA,NA,NA,"NO dead count data found",57,NA,0,0,0,266,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42271,2015,9,24,NA,NA,NA,NA,"",17,NA,0,0,0,267,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42272,2015,9,25,NA,NA,NA,NA,"",72,NA,0,0,0,268,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42273,2015,9,26,340,NA,NA,NA,"NO dead count data found",39,NA,0,0,0,269,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42274,2015,9,27,NA,NA,NA,NA,"",7,NA,0,0,0,270,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42275,2015,9,28,NA,NA,NA,NA,"",1,NA,0,0,0,271,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42276,2015,9,29,138,NA,NA,NA,"Fence removed. NO dead count data found",4,NA,0,0,0,272,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42277,2015,9,30,NA,NA,NA,NA,"Other years had fish enter after Sept. 29, so interpolated 10 more fish.",4,NA,0,1,0,273,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42278,2015,10,1,NA,NA,NA,NA,"",3,NA,0,1,0,274,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42279,2015,10,2,NA,NA,NA,NA,"",2,NA,0,1,0,275,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42280,2015,10,3,NA,NA,NA,NA,"",1,NA,0,1,0,276,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42281,2015,10,4,NA,NA,NA,NA,"",0,NA,0,1,0,277,"Y","PENTICTON_2015",1
"KOKANEE","OKANAGAN","PENTICTON","ALL",42287,2015,10,10,0,NA,NA,NA,"ADDED_0 start and end to KOKANEE to close off AUC ests",NA,NA,1,0,1,283,"Y","PENTICTON_2015",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42630,2016,9,17,0,NA,NA,NA,"ADDED_0",NA,NA,1,0,1,260,"Y","MIDDLE_VERNON_2016",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42635,2016,9,22,NA,NA,NA,NA,"",101,NA,0,0,0,265,"Y","MIDDLE_VERNON_2016",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42636,2016,9,23,NA,NA,NA,NA,"",267,NA,0,0,0,266,"Y","MIDDLE_VERNON_2016",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42637,2016,9,24,NA,NA,NA,NA,"",511,NA,0,0,0,267,"Y","MIDDLE_VERNON_2016",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42638,2016,9,25,NA,NA,NA,NA,"",1407,NA,0,0,0,268,"Y","MIDDLE_VERNON_2016",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42639,2016,9,26,NA,NA,NA,NA,"",2025,NA,0,0,0,269,"Y","MIDDLE_VERNON_2016",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42640,2016,9,27,2130,4,NA,13,"",1553,NA,0,0,0,270,"Y","MIDDLE_VERNON_2016",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42641,2016,9,28,NA,NA,NA,NA,"",1249,NA,0,0,0,271,"Y","MIDDLE_VERNON_2016",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42642,2016,9,29,NA,NA,NA,NA,"",2642,NA,0,0,0,272,"Y","MIDDLE_VERNON_2016",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42643,2016,9,30,NA,NA,NA,NA,"",1740,NA,0,0,0,273,"Y","MIDDLE_VERNON_2016",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42644,2016,10,1,5591,83,NA,12,"",1957,NA,0,0,0,274,"Y","MIDDLE_VERNON_2016",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42645,2016,10,2,NA,NA,NA,NA,"",1515,NA,0,0,0,275,"Y","MIDDLE_VERNON_2016",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42646,2016,10,3,NA,NA,NA,NA,"",1783,NA,0,0,0,276,"Y","MIDDLE_VERNON_2016",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42647,2016,10,4,6662,85,NA,11,"",3039,NA,0,0,0,277,"Y","MIDDLE_VERNON_2016",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42648,2016,10,5,NA,NA,NA,NA,"",1299,NA,0,0,0,278,"Y","MIDDLE_VERNON_2016",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42649,2016,10,6,NA,NA,NA,NA,"",1594,NA,0,0,0,279,"Y","MIDDLE_VERNON_2016",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42650,2016,10,7,10061,536,NA,12,"",2428,NA,0,0,0,280,"Y","MIDDLE_VERNON_2016",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42651,2016,10,8,NA,NA,NA,NA,"",2734,NA,0,0,0,281,"Y","MIDDLE_VERNON_2016",1
"KOKANEE","WOOD","MIDDLE_VERNON","B-D",42652,2016,10,9,NA,NA,NA,NA,"",1686,NA,0,0,0,282,"Y","MIDDLE_VERNON_2016",1
